Sentence,Tokens,Labels
The 2015 Nepalese earthquake triggered an avalanche on Mount Gasherbrum III.,<s> The Ġ2015 ĠNep ales e Ġearthquake Ġtriggered Ġan Ġavalanche Ġon ĠMount ĠGas her br um ĠIII . </s>,<s> O O O O O O O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O </s>
Island Peak in Nepal is the country's highest unclimbed peak and also the name given to several peaks of similar elevations in the Himalayan range.,<s> Is land ĠPeak Ġin ĠNepal Ġis Ġthe Ġcountry 's Ġhighest Ġun cl im bed Ġpeak Ġand Ġalso Ġthe Ġname Ġgiven Ġto Ġseveral Ġpeaks Ġof Ġsimilar Ġelev ations Ġin Ġthe ĠHimal ayan Ġrange . </s>,<s> B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O </s>
"Habicht Peak, located in the Swiss Alps, offers breathtaking views from its summit at an elevation of 4,104 meters above sea level.","<s> H ab icht ĠPeak , Ġlocated Ġin Ġthe ĠSwiss ĠAlps , Ġoffers Ġbreathtaking Ġviews Ġfrom Ġits Ġsummit Ġat Ġan Ġelevation Ġof Ġ4 , 104 Ġmeters Ġabove Ġsea Ġlevel . </s>",<s> B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O </s>
The majestic Mount Jefferson towers above the surrounding landscape in Oregon's Willamette National Forest.,<s> The Ġmajestic ĠMount ĠJefferson Ġtowers Ġabove Ġthe Ġsurrounding Ġlandscape Ġin ĠOregon 's ĠWill am ette ĠNational ĠForest . </s>,<s> O O B-LOCATION I-LOCATION O O O O O O O O O O O O O O </s>
"Kangchenjunga, the third-highest peak in the world, lies along the border of Nepal and India's Sikkim state.","<s> K ang chen j ung a , Ġthe Ġthird - highest Ġpeak Ġin Ġthe Ġworld , Ġlies Ġalong Ġthe Ġborder Ġof ĠNepal Ġand ĠIndia 's ĠSik k im Ġstate . </s>",<s> B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O </s>
The ancient Kanjiroba mountain in Nepal is home to some of the most spectacular and remote treks in the Himalayas.,<s> The Ġancient ĠKan j iro ba Ġmountain Ġin ĠNepal Ġis Ġhome Ġto Ġsome Ġof Ġthe Ġmost Ġspectacular Ġand Ġremote Ġtre ks Ġin Ġthe ĠHimal ay as . </s>,<s> O O O O O O O O O O O O O O O O O O O O O O O O O O O </s>
The 2018 eruption of Kilauea volcano on the Big Island of Hawaii was overshadowed by a series of powerful earthquakes at Katmai Volcano in Alaska's Aleutian Islands.,<s> The Ġ2018 Ġeruption Ġof ĠK ila ue a Ġvolcano Ġon Ġthe ĠBig ĠIsland Ġof ĠHawaii Ġwas Ġovershadowed Ġby Ġa Ġseries Ġof Ġpowerful Ġearthquakes Ġat ĠKat m ai ĠVolcano Ġin ĠAlaska 's ĠAle ut ian ĠIslands . </s>,<s> O O O O O O O O O O O O O O O O O O O O O O O O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O </s>
Khumbutse is one of the most prominent peaks in the Mahalangur Himal sub-range of Nepal's Himalayas.,<s> Kh umb ut se Ġis Ġone Ġof Ġthe Ġmost Ġprominent Ġpeaks Ġin Ġthe ĠMah al ang ur ĠHimal Ġsub - range Ġof ĠNepal 's ĠHimal ay as . </s>,<s> B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O </s>
Kilimanjaro is Africa's highest peak and a popular destination for hikers and climbers.,<s> K il iman jar o Ġis ĠAfrica 's Ġhighest Ġpeak Ġand Ġa Ġpopular Ġdestination Ġfor Ġhikers Ġand Ġclimbers . </s>,<s> B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O </s>
"The highest peak in Australia, Mount Kosciuszko, is located in the Snowy Mountains of New South Wales.","<s> The Ġhighest Ġpeak Ġin ĠAustralia , ĠMount ĠKos cius z ko , Ġis Ġlocated Ġin Ġthe ĠSnow y ĠMountains Ġof ĠNew ĠSouth ĠWales . </s>",<s> O O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O </s>
"The 2014 European soccer team visited Mount Everest's neighbor, the 8,516-meter summit of Lhotse, on their way to conquer the highest peak in the world.","<s> The Ġ2014 ĠEuropean Ġsoccer Ġteam Ġvisited ĠMount ĠEverest 's Ġneighbor , Ġthe Ġ8 , 516 - meter Ġsummit Ġof ĠL hot se , Ġon Ġtheir Ġway Ġto Ġconquer Ġthe Ġhighest Ġpeak Ġin Ġthe Ġworld . </s>",<s> O O O O O O B-LOCATION I-LOCATION O O O O O O O O O O O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O </s>
"Logan Mountain is a prominent peak in the Rocky Mountains of British Columbia, Canada.","<s> L ogan ĠMountain Ġis Ġa Ġprominent Ġpeak Ġin Ġthe ĠRocky ĠMountains Ġof ĠBritish ĠColumbia , ĠCanada . </s>",<s> B-LOCATION I-LOCATION O O O O O O O O O O O O O O O </s>
Machapuchare is one of the most distinctive peaks in the Annapurna range in Nepal.,<s> Mach ap uch are Ġis Ġone Ġof Ġthe Ġmost Ġdistinctive Ġpeaks Ġin Ġthe ĠAnn ap urn a Ġrange Ġin ĠNepal . </s>,<s> B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O </s>
"Makalu, one of the highest mountains in the Himalayas, towers over the Nepalese-Indian border near Mount Everest.","<s> M ak al u , Ġone Ġof Ġthe Ġhighest Ġmountains Ġin Ġthe ĠHimal ay as , Ġtowers Ġover Ġthe ĠNep ales e - Indian Ġborder Ġnear ĠMount ĠEverest . </s>",<s> B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O B-LOCATION I-LOCATION O </s>
Manaslu is the eighth-highest peak in the world and the highest mountain entirely within Asia.,<s> Man as lu Ġis Ġthe Ġeighth - highest Ġpeak Ġin Ġthe Ġworld Ġand Ġthe Ġhighest Ġmountain Ġentirely Ġwithin ĠAsia . </s>,<s> B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O </s>
The iconic Matterhorn towered above the village of Zermatt in Switzerland.,<s> The Ġiconic ĠMatter horn Ġto wered Ġabove Ġthe Ġvillage Ġof ĠZ erm att Ġin ĠSwitzerland . </s>,<s> O O O O O O O O O O O O O O O O </s>
"Mount McKinley is the highest peak in North America and stands at an elevation of 20,310 feet above sea level.","<s> Mount ĠMcKin ley Ġis Ġthe Ġhighest Ġpeak Ġin ĠNorth ĠAmerica Ġand Ġstands Ġat Ġan Ġelevation Ġof Ġ20 , 310 Ġfeet Ġabove Ġsea Ġlevel . </s>",<s> B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O </s>
The Mercedario is a mountain located in the Andes range of Argentina and Chile.,<s> The ĠMer ced ario Ġis Ġa Ġmountain Ġlocated Ġin Ġthe ĠAnd es Ġrange Ġof ĠArgentina Ġand ĠChile . </s>,<s> O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O </s>
Tourists flock to Mont Blanc for its breathtaking views and challenging hiking trails in the French Alps.,<s> Tour ists Ġflock Ġto ĠMont ĠBlanc Ġfor Ġits Ġbreathtaking Ġviews Ġand Ġchallenging Ġhiking Ġtrails Ġin Ġthe ĠFrench ĠAlps . </s>,<s> O O O O B-LOCATION I-LOCATION O O O O O O O O O O O O O </s>
"Monte Rosa, located in the Pennine Alps on the border between Switzerland and Italy, is one of the highest peaks in the Alps at 4,634 meters above sea level.","<s> Mon te ĠRosa , Ġlocated Ġin Ġthe ĠPenn ine ĠAlps Ġon Ġthe Ġborder Ġbetween ĠSwitzerland Ġand ĠItaly , Ġis Ġone Ġof Ġthe Ġhighest Ġpeaks Ġin Ġthe ĠAlps Ġat Ġ4 , 6 34 Ġmeters Ġabove Ġsea Ġlevel . </s>",<s> B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O </s>
Nanga Parbat is often referred to as the most difficult mountain to climb in the world due to its extreme steepness and unpredictable weather patterns.,<s> N anga ĠPar bat Ġis Ġoften Ġreferred Ġto Ġas Ġthe Ġmost Ġdifficult Ġmountain Ġto Ġclimb Ġin Ġthe Ġworld Ġdue Ġto Ġits Ġextreme Ġsteep ness Ġand Ġunpredictable Ġweather Ġpatterns . </s>,<s> B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O </s>
The mountain Olympus loomed above the Greek city of Tiryns.,<s> The Ġmountain ĠOlympus Ġlo omed Ġabove Ġthe ĠGreek Ġcity Ġof ĠTir yn s . </s>,<s> O O O O O O O O O O O O O O </s>
"The summit of Pico de Orizaba, Mexico's highest peak and part of the Trans-Mexican Volcanic Belt, stands at an elevation of 5,636 meters above sea level.","<s> The Ġsummit Ġof ĠP ico Ġde ĠOri z aba , ĠMexico 's Ġhighest Ġpeak Ġand Ġpart Ġof Ġthe ĠTrans - Mex ican ĠVol can ic ĠBelt , Ġstands Ġat Ġan Ġelevation Ġof Ġ5 , 6 36 Ġmeters Ġabove Ġsea Ġlevel . </s>",<s> O O O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O </s>
The snow-capped peak of Pico de Orizaba rises majestically from its rugged base in the Mexican state of Veracruz.,<s> The Ġsnow - c apped Ġpeak Ġof ĠP ico Ġde ĠOri z aba Ġrises Ġmaj est ically Ġfrom Ġits Ġrugged Ġbase Ġin Ġthe ĠMexican Ġstate Ġof ĠVer ac ru z . </s>,<s> O O O O O O O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O </s>
Pisang Peak is a mountain located in the Manaslu Conservation Area of Nepal.,<s> P is ang ĠPeak Ġis Ġa Ġmountain Ġlocated Ġin Ġthe ĠMan as lu ĠConservation ĠArea Ġof ĠNepal . </s>,<s> B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O B-LOCATION I-LOCATION I-LOCATION O O O O O </s>
"The Mount Everest's towering peak rises above the icy landscape in front of Mount Pumori, a nearby mountain with its own distinctive glaciers and snowfields.","<s> The ĠMount ĠEverest 's Ġtowering Ġpeak Ġrises Ġabove Ġthe Ġicy Ġlandscape Ġin Ġfront Ġof ĠMount ĠP um ori , Ġa Ġnearby Ġmountain Ġwith Ġits Ġown Ġdistinctive Ġglaciers Ġand Ġsnow fields . </s>",<s> O B-LOCATION I-LOCATION O O O O O O O O O O O O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O </s>
Mount Rainier towers majestically above the surrounding landscape in Washington State's Cascade Range.,<s> Mount ĠRain ier Ġtowers Ġmaj est ically Ġabove Ġthe Ġsurrounding Ġlandscape Ġin ĠWashington ĠState 's ĠCascade ĠRange . </s>,<s> O B-LOCATION I-LOCATION O O O O O O O O O O O O O O O </s>
Mount Redoubt is an active stratovolcano located on the Alaska Peninsula in southwestern Alaska.,<s> Mount ĠRed oubt Ġis Ġan Ġactive Ġstrat ov ol cano Ġlocated Ġon Ġthe ĠAlaska ĠPeninsula Ġin Ġsouthwestern ĠAlaska . </s>,<s> O B-LOCATION I-LOCATION O O O O O O O O O O O O O O O O </s>
Mount Rushmore is a monumental sculpture carved into the side of a granite mountain in the Black Hills of South Dakota.,<s> Mount ĠRush more Ġis Ġa Ġmonumental Ġsculpture Ġcarved Ġinto Ġthe Ġside Ġof Ġa Ġgranite Ġmountain Ġin Ġthe ĠBlack ĠHills Ġof ĠSouth ĠDakota . </s>,<s> O B-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O </s>
"The Silberhorn, located in the Swiss Alps, is often climbed for its challenging and breathtaking views of the surrounding mountains.","<s> The ĠSil ber horn , Ġlocated Ġin Ġthe ĠSwiss ĠAlps , Ġis Ġoften Ġclimbed Ġfor Ġits Ġchallenging Ġand Ġbreathtaking Ġviews Ġof Ġthe Ġsurrounding Ġmountains . </s>",<s> O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O </s>
The snow-capped peak of Mount Shasta rises dramatically above the surrounding landscape in northern California.,<s> The Ġsnow - c apped Ġpeak Ġof ĠMount ĠSh asta Ġrises Ġdramatically Ġabove Ġthe Ġsurrounding Ġlandscape Ġin Ġnorthern ĠCalifornia . </s>,<s> O O O O O O O O B-LOCATION I-LOCATION O O O O O O O O O O </s>
"Shishapangma, located in the Himalayas on the border of Tibet and Nepal, is the highest unclimbed mountain above 8,000 meters.","<s> Sh ish ap ang ma , Ġlocated Ġin Ġthe ĠHimal ay as Ġon Ġthe Ġborder Ġof ĠTibet Ġand ĠNepal , Ġis Ġthe Ġhighest Ġun cl im bed Ġmountain Ġabove Ġ8 , 000 Ġmeters . </s>",<s> B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O </s>
Tahoma Mountain is a prominent peak in the Olympic Mountains of Washington State.,<s> T ah oma ĠMountain Ġis Ġa Ġprominent Ġpeak Ġin Ġthe ĠOlympic ĠMountains Ġof ĠWashington ĠState . </s>,<s> B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O </s>
"The Valvelspitze, a mountain located in the Ötztal Alps on the border between Austria and Italy, is part of the Sella Ronda circuit.","<s> The ĠVal vel sp it ze , Ġa Ġmountain Ġlocated Ġin Ġthe ĠÃĸ tz tal ĠAlps Ġon Ġthe Ġborder Ġbetween ĠAustria Ġand ĠItaly , Ġis Ġpart Ġof Ġthe ĠS ella ĠR onda Ġcircuit . </s>",<s> O B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O </s>
Mount Vesuvius in Italy is one of the most famous and potentially deadly volcanoes in the world.,<s> Mount ĠVes uv ius Ġin ĠItaly Ġis Ġone Ġof Ġthe Ġmost Ġfamous Ġand Ġpotentially Ġdeadly Ġvolcan oes Ġin Ġthe Ġworld . </s>,<s> B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O </s>
The Vinson Massif in Antarctica is the highest peak on the continent.,<s> The ĠV inson ĠMass if Ġin ĠAntarctica Ġis Ġthe Ġhighest Ġpeak Ġon Ġthe Ġcontinent . </s>,<s> O B-LOCATION I-LOCATION O O O O O O O O O O O O </s>
"Mount Whitney, located in California's Sierra Nevada mountain range, is the highest summit in the contiguous United States.","<s> Mount ĠWhitney , Ġlocated Ġin ĠCalifornia 's ĠSierra ĠNevada Ġmountain Ġrange , Ġis Ġthe Ġhighest Ġsummit Ġin Ġthe Ġcontiguous ĠUnited ĠStates . </s>",<s> B-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O </s>
The mountain Wilhelm rises majestically from the frozen tundra of Antarctica.,<s> The Ġmountain ĠWilhelm Ġrises Ġmaj est ically Ġfrom Ġthe Ġfrozen Ġt und ra Ġof ĠAntarctica . </s>,<s> O O O O O O O O O O O O O O O O </s>
Mount Fuji is Japan's highest peak and a prominent cultural icon.,<s> Mount ĠFuji Ġis ĠJapan 's Ġhighest Ġpeak Ġand Ġa Ġprominent Ġcultural Ġicon . </s>,<s> B-LOCATION I-LOCATION O O O O O O O O O O O </s>
The Mountain of Hood is located in the state of Oregon and is known for its volcanic peaks and surrounding forests.,<s> The ĠMountain Ġof ĠHood Ġis Ġlocated Ġin Ġthe Ġstate Ġof ĠOregon Ġand Ġis Ġknown Ġfor Ġits Ġvolcanic Ġpeaks Ġand Ġsurrounding Ġforests . </s>,<s> O O O O O O O O O O O O O O O O O O O O O O </s>
"Aconcagua, located in the Andes mountain range of Argentina, is the highest peak outside of Asia.","<s> A con c ag ua , Ġlocated Ġin Ġthe ĠAnd es Ġmountain Ġrange Ġof ĠArgentina , Ġis Ġthe Ġhighest Ġpeak Ġoutside Ġof ĠAsia . </s>",<s> B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O </s>
"The highest peak in the Mount Adams massif is named after the sixth President of the United States, John Quincy Adams.","<s> The Ġhighest Ġpeak Ġin Ġthe ĠMount ĠAdams Ġmass if Ġis Ġnamed Ġafter Ġthe Ġsixth ĠPresident Ġof Ġthe ĠUnited ĠStates , ĠJohn ĠQuincy ĠAdams . </s>",<s> O O O O O O B-LOCATION O O O O O O O O O O O O O O O O O </s>
Ama Dablam rises majestically in the Himalayas of Nepal and Tibet.,<s> A ma ĠD ab lam Ġrises Ġmaj est ically Ġin Ġthe ĠHimal ay as Ġof ĠNepal Ġand ĠTibet . </s>,<s> B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O </s>
The Annapurna massif in the Himalayas is the tenth-highest peak in the world and one of Nepal's most iconic and challenging mountains to climb.,<s> The ĠAnn ap urn a Ġmass if Ġin Ġthe ĠHimal ay as Ġis Ġthe Ġtenth - highest Ġpeak Ġin Ġthe Ġworld Ġand Ġone Ġof ĠNepal 's Ġmost Ġiconic Ġand Ġchallenging Ġmountains Ġto Ġclimb . </s>,<s> O B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O </s>
"The Spanish Pyrenees' highest peak, the Pico de Aneto, rises 3,404 meters above the surrounding landscape.","<s> The ĠSpanish ĠPy rene es ' Ġhighest Ġpeak , Ġthe ĠP ico Ġde ĠAn eto , Ġrises Ġ3 , 404 Ġmeters Ġabove Ġthe Ġsurrounding Ġlandscape . </s>",<s> O O O O O O O O O O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION O O O O O O O O O O O </s>
Baker Mountain in Utah is one of the highest peaks east of the Rocky Mountains.,<s> B aker ĠMountain Ġin ĠUtah Ġis Ġone Ġof Ġthe Ġhighest Ġpeaks Ġeast Ġof Ġthe ĠRocky ĠMountains . </s>,<s> B-LOCATION I-LOCATION O O O O O O O O O O O O O O O </s>
The village of Tyszkiewicze lies at the foot of the mountain Brebeneskul in Belarus.,<s> The Ġvillage Ġof ĠT ys z k iew ic ze Ġlies Ġat Ġthe Ġfoot Ġof Ġthe Ġmountain ĠBre ben es k ul Ġin ĠBelarus . </s>,<s> O O O O O O O O O O O O O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O </s>
Broad Peak is the 12th highest peak in the world.,<s> Broad ĠPeak Ġis Ġthe Ġ12 th Ġhighest Ġpeak Ġin Ġthe Ġworld . </s>,<s> B-LOCATION I-LOCATION O O O O O O O O O O </s>
"Carstensz is the highest peak in Oceania and part of the Sudirman Range, located in the island of New Guinea.","<s> Car st ens z Ġis Ġthe Ġhighest Ġpeak Ġin ĠO ce ania Ġand Ġpart Ġof Ġthe ĠSud ir man ĠRange , Ġlocated Ġin Ġthe Ġisland Ġof ĠNew ĠGuinea . </s>",<s> B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O </s>
"The volcano Chimborazo, located in Ecuador, is often referred to as the world's highest active volcano.","<s> The Ġvolcano ĠChim bor azo , Ġlocated Ġin ĠEcuador , Ġis Ġoften Ġreferred Ġto Ġas Ġthe Ġworld 's Ġhighest Ġactive Ġvolcano . </s>",<s> O O O O O O O O O O O O O O O O O O O O O O </s>
"The 8,201-meter summit of Cho Oyu is often referred to as the easiest of the 14 eight-thousanders to climb due to its relatively straightforward ascent.","<s> The Ġ8 , 201 - meter Ġsummit Ġof ĠCho ĠO yu Ġis Ġoften Ġreferred Ġto Ġas Ġthe Ġeasiest Ġof Ġthe Ġ14 Ġeight - th ousand ers Ġto Ġclimb Ġdue Ġto Ġits Ġrelatively Ġstraightforward Ġascent . </s>",<s> O O O O O O O O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O </s>
The Chulu West peak is one of the most challenging summits on Mount Everest.,<s> The ĠCh ulu ĠWest Ġpeak Ġis Ġone Ġof Ġthe Ġmost Ġchallenging Ġsum mits Ġon ĠMount ĠEverest . </s>,<s> O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O B-LOCATION I-LOCATION O </s>
"Citlaltepetl, also known as Pico de Orizaba, is an active stratovolcano located on the border between Mexico and Guatemala.","<s> C it l alt ep et l , Ġalso Ġknown Ġas ĠP ico Ġde ĠOri z aba , Ġis Ġan Ġactive Ġstrat ov ol cano Ġlocated Ġon Ġthe Ġborder Ġbetween ĠMexico Ġand ĠGuatemala . </s>",<s> B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O B-LOCATION I-LOCATION O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O </s>
"Denali, formerly known as Mount McKinley, is the highest peak in North America and the highest mountain in the United States.","<s> Den ali , Ġformerly Ġknown Ġas ĠMount ĠMcKin ley , Ġis Ġthe Ġhighest Ġpeak Ġin ĠNorth ĠAmerica Ġand Ġthe Ġhighest Ġmountain Ġin Ġthe ĠUnited ĠStates . </s>",<s> B-LOCATION I-LOCATION O O O O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O </s>
The Dhaulagiri massif is one of the highest peaks in Nepal and the world's fifth-highest mountain when measured from its base.,<s> The ĠD haul ag iri Ġmass if Ġis Ġone Ġof Ġthe Ġhighest Ġpeaks Ġin ĠNepal Ġand Ġthe Ġworld 's Ġfifth - highest Ġmountain Ġwhen Ġmeasured Ġfrom Ġits Ġbase . </s>,<s> O B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O </s>
The hikers on their ill-fated expedition found themselves at the base of Mount Disappointment in New Zealand's Southern Alps.,<s> The Ġhikers Ġon Ġtheir Ġill - f ated Ġexpedition Ġfound Ġthemselves Ġat Ġthe Ġbase Ġof ĠMount ĠDisapp ointment Ġin ĠNew ĠZealand 's ĠSouthern ĠAlps . </s>,<s> O O O O O O O O O O O O O O O B-LOCATION I-LOCATION I-LOCATION O O O O O O O </s>
"Mount Elbrus, located on the border between Russia and Georgia, is the highest peak in both countries.","<s> Mount ĠEl br us , Ġlocated Ġon Ġthe Ġborder Ġbetween ĠRussia Ġand ĠGeorgia , Ġis Ġthe Ġhighest Ġpeak Ġin Ġboth Ġcountries . </s>",<s> O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O </s>
The volcano Mount Erebus on Ross Island in Antarctica is one of the most active volcanoes in the world and has been continuously erupting since 1972.,<s> The Ġvolcano ĠMount ĠE re bus Ġon ĠRoss ĠIsland Ġin ĠAntarctica Ġis Ġone Ġof Ġthe Ġmost Ġactive Ġvolcan oes Ġin Ġthe Ġworld Ġand Ġhas Ġbeen Ġcontinuously Ġerupt ing Ġsince Ġ1972 . </s>,<s> O O O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O </s>
"The Italian island of Sicily is home to Mount Etna, one of Europe's most active volcanoes and an iconic natural wonder.","<s> The ĠItalian Ġisland Ġof ĠSicily Ġis Ġhome Ġto ĠMount ĠEt na , Ġone Ġof ĠEurope 's Ġmost Ġactive Ġvolcan oes Ġand Ġan Ġiconic Ġnatural Ġwonder . </s>",<s> O O O O O O O O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O </s>
The extreme weather conditions on Mount Everest make it particularly challenging for climbers to reach the summit.,<s> The Ġextreme Ġweather Ġconditions Ġon ĠMount ĠEverest Ġmake Ġit Ġparticularly Ġchallenging Ġfor Ġclimbers Ġto Ġreach Ġthe Ġsummit . </s>,<s> O O O O O B-LOCATION I-LOCATION O O O O O O O O O O O </s>
"Gasherbrum II, also known as K2, is the second-highest peak in the Karakoram range, located near the border of Pakistan and China.","<s> G asher br um ĠII , Ġalso Ġknown Ġas ĠK 2 , Ġis Ġthe Ġsecond - highest Ġpeak Ġin Ġthe ĠKar ak or am Ġrange , Ġlocated Ġnear Ġthe Ġborder Ġof ĠPakistan Ġand ĠChina . </s>",<s> B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O </s>
"The 20,305-foot summit of Island Peak is a popular destination for mountaineers and hikers in Nepal's Langtang Valley.","<s> The Ġ20 , 305 - foot Ġsummit Ġof ĠIsland ĠPeak Ġis Ġa Ġpopular Ġdestination Ġfor Ġmount aine ers Ġand Ġhikers Ġin ĠNepal 's ĠLang t ang ĠValley . </s>",<s> O O O O O O O O O O O O O O O O O O O O O O O O O O O O </s>
The Habicht is a distinctive-looking mountain in southern Namibia with a unique rock formation resembling a bird of prey.,<s> The ĠHab icht Ġis Ġa Ġdistinctive - looking Ġmountain Ġin Ġsouthern ĠNam ibia Ġwith Ġa Ġunique Ġrock Ġformation Ġresembling Ġa Ġbird Ġof Ġprey . </s>,<s> O O O O O O O O O O O O O O O O O O O O O O O O </s>
The majestic summit of Mount Jefferson towers above the Willamette Valley in Oregon's Cascade Range.,<s> The Ġmajestic Ġsummit Ġof ĠMount ĠJefferson Ġtowers Ġabove Ġthe ĠWill am ette ĠValley Ġin ĠOregon 's ĠCascade ĠRange . </s>,<s> O O O O B-LOCATION I-LOCATION O O O O O O O O O O O O O </s>
"The snow-capped peak of Kangchenjunga, located on the border between Nepal and India, is considered one of the highest mountains in the world.","<s> The Ġsnow - c apped Ġpeak Ġof ĠKang chen j ung a , Ġlocated Ġon Ġthe Ġborder Ġbetween ĠNepal Ġand ĠIndia , Ġis Ġconsidered Ġone Ġof Ġthe Ġhighest Ġmountains Ġin Ġthe Ġworld . </s>",<s> O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O </s>
The Kanjiroba volcano is a remote and rugged mountain located in the Andes mountain range of northern Argentina.,<s> The ĠKan j iro ba Ġvolcano Ġis Ġa Ġremote Ġand Ġrugged Ġmountain Ġlocated Ġin Ġthe ĠAnd es Ġmountain Ġrange Ġof Ġnorthern ĠArgentina . </s>,<s> O O O O O O O O O O O O O O O O O O O O O O O </s>
The remote Alaskan wilderness surrounding Katmai National Park is home to one of the most prolific brown bear populations on Earth.,<s> The Ġremote ĠAl ask an Ġwilderness Ġsurrounding ĠKat m ai ĠNational ĠPark Ġis Ġhome Ġto Ġone Ġof Ġthe Ġmost Ġprolific Ġbrown Ġbear Ġpopulations Ġon ĠEarth . </s>,<s> O O O O O O O B-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O O </s>
"Mountaineers and climbers often attempt to climb Mount Everest's neighboring peak, Khumbutse, via the same ice wall and ladders used for the higher mountain.","<s> Mount aine ers Ġand Ġclimbers Ġoften Ġattempt Ġto Ġclimb ĠMount ĠEverest 's Ġneighboring Ġpeak , ĠKh umb ut se , Ġvia Ġthe Ġsame Ġice Ġwall Ġand Ġl adders Ġused Ġfor Ġthe Ġhigher Ġmountain . </s>",<s> O O O O O O O O O B-LOCATION I-LOCATION O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O O O O O O O </s>
Tourists often attempt to climb Mount Kilimanjaro as part of their African safari experience.,<s> Tour ists Ġoften Ġattempt Ġto Ġclimb ĠMount ĠKil iman jar o Ġas Ġpart Ġof Ġtheir ĠAfrican Ġsaf ari Ġexperience . </s>,<s> O O O O O O B-LOCATION I-LOCATION I-LOCATION I-LOCATION I-LOCATION O O O O O O O O O </s>
